日期,时刻,是否节假日,是否周末休息日,直调负荷(预测),联络线受电负荷(预测),风电总加(预测),光伏总加(预测),非市场化核电总加(预测),自备机组总加(预测),地方电厂发电总加(预测),直调负荷(实际),联络线受电负荷(实际),风电总加(实际),光伏总加(实际),抽蓄(实际),地方电厂发电总加(实际),非市场化核电总加(实际),自备机组总加(实际),日前价格,实时价格
2024-11-01,00:15,否,否,54968.38,16349.0,2142.12,0.0,,4579.0,6750,54084.062,16727.9328,3952.21,-9.47,-3.91,6803.4937,0.0,4064.039238,454.74,344.67
2024-11-01,00:30,否,否,54575.78,16349.0,2175.5,0.0,,4579.0,6750,53740.215,16828.5203,3781.5,-9.32,-3.88,6789.0545,0.0,4067.855978,454.74,342.49
2024-11-01,00:45,否,否,54191.26,16349.0,2215.99,0.0,,4579.0,6750,53562.363,16655.2207,3988.98,-9.32,-3.88,6754.5344,0.0,4067.149583,454.74,335.41
2024-11-01,01:00,否,否,53793.92,16349.0,2259.7,0.0,,4579.0,6750,53314.49,16713.4908,4248.51,-9.58,-3.98,6747.8439,0.0,4065.478378,454.74,349.34
2024-11-01,01:15,否,否,53447.01,16347.0,2329.01,0.0,,4579.0,6750,53064.34,16463.9623,4386.69,-9.45,-3.95,6785.7684,0.0,4060.819448,425.21,352.53
2024-11-01,01:30,否,否,53233.92,16347.0,2404.4,0.0,,4579.0,6750,52524.082,16556.2721,4412.6,-9.54,-3.9,6765.9348,0.0,3889.565257,425.21,351.18
2024-11-01,01:45,否,否,53142.67,16347.0,2486.46,0.0,,4579.0,6750,52475.76,16614.4339,4381.0,-9.36,-3.96,6772.5823,0.0,3899.658048,425.21,349.97
2024-11-01,02:00,否,否,52809.43,16347.0,2572.81,0.0,,4579.0,6750,51997.465,16524.0983,4409.59,-9.42,-3.93,6788.2973,0.0,3911.336598,425.21,336.09
2024-11-01,02:15,否,否,52593.61,16347.0,2664.32,0.0,,4579.0,6750,51767.99,16509.8168,4548.64,-9.43,-3.91,6786.4784,0.0,3931.603198,397.9,336.09
2024-11-01,02:30,否,否,52442.07,16347.0,2761.1,0.0,,4579.0,6750,51862.035,16612.2134,4696.03,-9.39,-3.95,6786.0564,0.0,3918.190448,397.9,329.46
2024-11-01,02:45,否,否,52379.98,16347.0,2853.93,0.0,,4579.0,6750,51583.78,16572.6794,4844.76,-9.5,-4.0,6754.0049,0.0,3919.721103,397.9,322.37
2024-11-01,03:00,否,否,52144.27,16347.0,2955.35,0.0,,4579.0,6750,51348.74,16579.582,4629.39,-9.38,-3.94,6728.5872,0.0,3896.196156,397.9,323.43
2024-11-01,03:15,否,否,52232.16,16347.0,3063.52,0.0,,4579.0,6750,51488.723,16443.3404,4547.53,-9.55,-3.88,6748.3369,0.0,3872.353133,386.79,321.34
2024-11-01,03:30,否,否,52094.52,16347.0,3184.03,0.0,,4579.0,6750,51522.04,16698.1321,4706.05,-9.45,-3.94,6733.9351,0.0,3871.999052,386.79,320.79
2024-11-01,03:45,否,否,52133.12,16347.0,3298.23,0.0,,4579.0,6750,51440.25,16479.0022,4748.03,-9.54,-3.96,6753.0352,0.0,3945.021658,386.79,329.46
2024-11-01,04:00,否,否,52368.43,16347.0,3414.01,0.0,,4579.0,6750,51387.93,16547.0666,4575.84,-9.4,-3.91,6761.0267,0.0,3962.707133,386.79,329.92
2024-11-01,04:15,否,否,52541.73,16347.0,3534.74,0.0,,4579.0,6750,51811.664,16724.4609,4655.89,-9.53,-3.95,6742.2082,0.0,3973.149747,398.86,332.66
2024-11-01,04:30,否,否,52878.0,16347.0,3670.19,0.0,,4579.0,6750,52235.19,16828.3335,4735.36,-9.45,-3.98,6760.1553,0.0,3972.30112,398.86,333.54
2024-11-01,04:45,否,否,53257.13,16347.0,3803.67,0.0,,4579.0,6750,52510.73,16692.447,4711.43,-9.39,-3.89,6752.76,0.0,3967.904957,398.86,349.98
2024-11-01,05:00,否,否,53924.45,16347.0,3939.23,0.0,,4579.0,6750,53095.17,16654.103,5054.76,-9.53,-3.87,6752.1677,0.0,3997.287943,398.86,349.19
2024-11-01,05:15,否,否,54802.51,16347.0,4052.72,0.1,,4579.0,6750,53913.26,16570.0575,5572.06,-9.29,-3.87,6778.0508,0.0,3987.454289,455.51,385.97
2024-11-01,05:30,否,否,55603.98,17101.0,4160.19,0.53,,4579.0,6750,54544.926,17415.3545,5927.18,-9.4,-3.94,6773.6062,0.0,4010.806363,455.51,394.54
2024-11-01,05:45,否,否,56784.42,17861.0,4273.35,1.21,,4579.0,6750,55820.312,18322.2048,6156.2,-9.44,-3.77,6765.1431,0.0,3993.364112,455.51,375.01
2024-11-01,06:00,否,否,57780.0,18618.0,4380.32,2.4,,4579.0,6750,56475.82,18968.7888,6446.38,-9.76,-3.86,6771.1433,0.0,3995.407589,455.51,371.98
2024-11-01,06:15,否,否,59279.09,19388.0,4444.87,14.65,,4579.0,6750,58202.508,19506.1187,6740.5,-9.75,392.77,6783.5103,0.0,3991.039678,491.22,387.88
2024-11-01,06:30,否,否,61117.7,19389.0,4490.68,43.37,,4579.0,6750,59633.79,19751.6209,6565.43,-9.26,531.66,6782.3664,0.0,3994.176203,491.22,449.8
2024-11-01,06:45,否,否,62088.4,19390.0,4537.13,181.17,,4579.0,6750,60953.59,19449.4599,6272.98,36.08,930.66,6750.166,0.0,4018.077392,491.22,442.5
2024-11-01,07:00,否,否,62067.46,19391.0,4572.25,464.1,,4579.0,6750,61345.38,19757.0438,6100.06,302.26,534.6,6766.5701,0.0,4033.466757,491.22,435.2
2024-11-01,07:15,否,否,62228.08,19392.0,4558.7,921.35,,4579.0,6750,61581.78,20117.5296,6154.57,798.4,535.29,6757.074,0.0,4060.661728,447.0,427.82
2024-11-01,07:30,否,否,61904.46,19405.0,4527.23,1551.8,,4579.0,6750,61263.516,20663.4769,6192.8,1354.41,533.64,6739.9683,0.0,4060.393793,447.0,384.15
2024-11-01,07:45,否,否,61169.05,19418.0,4489.52,2297.19,,4579.0,6750,60871.234,21263.0767,6038.75,2008.77,-3.81,6718.7813,0.0,4086.854538,447.0,364.87
2024-11-01,08:00,否,否,60051.1,19431.0,4439.44,3095.1,,4579.0,6750,60164.074,21431.1693,5505.35,2669.71,-3.89,6733.4463,0.0,4098.096568,447.0,329.92
2024-11-01,08:15,否,否,59952.91,21138.0,4351.6,3926.96,,4579.0,6750,60032.4,21828.5784,5067.19,3729.52,-3.98,6695.4421,0.0,4119.966209,280.3,308.96
2024-11-01,08:30,否,否,58142.34,20979.0,4241.64,4773.19,,4579.0,6750,58796.82,22010.5678,4890.08,4744.48,-3.88,6695.5061,0.0,4096.246489,280.3,256.39
2024-11-01,08:45,否,否,56490.84,20823.0,4132.42,5627.19,,4579.0,6750,57307.93,22371.893,4749.4,5641.86,-3.92,6704.6147,0.0,4125.358088,280.3,174.25
2024-11-01,09:00,否,否,54830.39,20666.0,4015.83,6413.49,,4579.0,6750,55863.7,21849.7896,4549.16,6851.46,-284.58,6707.7981,0.0,4092.186146,280.3,124.7
2024-11-01,09:15,否,否,53391.23,22734.0,3937.19,7111.44,,4579.0,6750,54551.773,22057.1154,4194.81,7606.77,-854.03,6661.2059,0.0,4124.487968,157.75,23.22
2024-11-01,09:30,否,否,52351.75,22321.0,3867.94,7713.14,,4579.0,6750,53344.902,21779.583,4034.2,8346.77,-1193.35,6680.0652,0.0,4100.237348,157.75,20.63
2024-11-01,09:45,否,否,51443.32,21910.0,3805.57,8262.64,,4579.0,6750,51930.33,21066.6235,4049.09,9077.03,-2066.34,6639.0988,0.0,4109.109158,157.75,-80.0
2024-11-01,10:00,否,否,50969.19,21498.0,3745.92,8743.86,,4579.0,6750,51404.535,20522.5463,4159.91,9663.25,-2320.17,6638.9058,0.0,4092.266908,157.75,-80.0
2024-11-01,10:15,否,否,51715.25,21129.0,3766.26,9178.78,,4574.0,6750,51160.13,20614.8849,4077.53,10031.21,-2312.74,6615.444,0.0,4044.789863,157.98,-80.0
2024-11-01,10:30,否,否,51839.05,20416.0,3816.02,9519.09,,4559.0,6750,50887.133,20269.2018,3853.56,9572.35,-2290.95,6627.7583,0.0,4007.616028,157.98,-80.0
2024-11-01,10:45,否,否,50999.72,19707.0,3876.95,9797.7,,4554.0,6750,50239.516,19427.7319,3918.61,9494.79,-1733.94,6585.9094,0.0,3973.834742,157.98,-80.0
2024-11-01,11:00,否,否,50690.05,18995.0,3941.35,10004.6,,4549.0,6750,49492.055,19099.0739,4130.06,9658.4,-1991.06,6606.9398,0.0,3972.675588,157.98,-96.01
2024-11-01,11:15,否,否,51203.77,19069.0,4022.93,10162.57,,4549.0,6750,49757.574,17900.0325,4183.64,9813.69,-1157.34,6625.4554,0.0,3969.551353,159.7,-78.43
2024-11-01,11:30,否,否,49164.76,19064.0,4119.31,10246.24,,4549.0,6750,48170.617,17187.671,4333.22,9872.25,-1172.22,6628.7436,0.0,3970.195058,159.7,-88.69
2024-11-01,11:45,否,否,48068.81,19059.0,4211.58,10269.7,,4549.0,6750,46771.863,18113.5412,4110.23,9640.6,-2018.88,6618.1524,0.0,3967.926368,159.7,-88.37
2024-11-01,12:00,否,否,46529.37,19054.0,4314.69,10246.9,,4549.0,6750,44970.047,16376.3691,4297.03,9614.64,-2015.75,6597.9389,0.0,3953.230648,159.7,-87.33
2024-11-01,12:15,否,否,45670.09,17363.0,4438.32,10163.26,,4549.0,6750,44454.12,16839.3905,3365.2,8996.02,-2006.44,6606.8819,0.0,3958.733272,121.06,-86.94
2024-11-01,12:30,否,否,45326.2,17298.0,4568.94,10034.43,,4549.0,6750,44878.207,16521.6309,3816.93,9062.57,-1987.82,6645.0374,0.0,3939.719633,121.06,-86.71
2024-11-01,12:45,否,否,46498.73,17233.0,4702.51,9833.83,,4549.0,6750,45864.38,16991.5848,4277.91,8988.35,-1991.17,6628.563,0.0,3943.876572,121.06,-90.33
2024-11-01,13:00,否,否,47519.41,17168.0,4845.54,9572.84,,4554.0,6750,46644.023,16643.886,4521.8,8964.66,-1977.44,6621.6544,0.0,3961.560183,121.06,-77.6
2024-11-01,13:15,否,否,49079.5,17307.0,4987.26,9244.81,,4554.0,6750,48239.96,16449.024,4762.75,8812.47,-1969.1,6633.773,0.0,3934.670168,174.16,76.29
2024-11-01,13:30,否,否,50241.43,17656.0,5127.34,8834.63,,4559.0,6750,49597.07,17352.0574,5076.79,8451.38,-1958.98,6640.9326,0.0,3927.585704,174.16,40.32
2024-11-01,13:45,否,否,51064.01,18011.0,5270.37,8372.02,,4569.0,6750,50611.152,17807.6073,5207.32,8151.28,-1956.21,6633.6588,0.0,3930.990162,174.16,39.32
2024-11-01,14:00,否,否,52023.63,18363.0,5414.11,7843.08,,4579.0,6750,51646.902,18544.3595,5136.75,7535.33,-1949.18,6614.7183,0.0,3964.031762,174.16,39.13
2024-11-01,14:15,否,否,53144.69,19419.0,5505.78,7256.93,,4579.0,6750,52801.46,18957.7841,5127.96,7449.76,-1938.76,6588.0559,0.0,4010.148118,258.93,64.78
2024-11-01,14:30,否,否,55182.25,19493.0,5582.59,6575.63,,4579.0,6750,54581.33,19521.9039,5108.72,7175.19,-1395.6,6573.5349,0.0,4008.689558,258.93,87.42
2024-11-01,14:45,否,否,56183.87,19571.0,5654.86,5880.13,,4579.0,6750,55838.617,20575.5055,5184.01,6400.06,-1099.18,6615.9051,0.0,4006.786484,258.93,107.35
2024-11-01,15:00,否,否,57074.95,19646.0,5722.37,5144.17,,4579.0,6750,56312.934,21051.7712,5116.79,5820.16,-1096.18,6599.2927,0.0,4006.617438,258.93,232.94
2024-11-01,15:15,否,否,58674.65,20768.0,5746.14,4407.0,,4579.0,6750,57474.387,21244.7148,5083.14,4970.7,-582.76,6601.3751,0.0,4012.621708,385.7,271.96
2024-11-01,15:30,否,否,59894.75,20656.0,5746.27,3637.9,,4579.0,6750,59124.79,21468.1921,5129.24,3942.35,-8.2,6605.1546,0.0,4006.161643,385.7,303.95
2024-11-01,15:45,否,否,61320.34,20544.0,5748.06,2894.3,,4579.0,6750,60269.64,20962.4672,5056.94,3164.23,-3.96,6613.9556,0.0,4006.390518,385.7,348.11
2024-11-01,16:00,否,否,62048.68,20432.0,5755.27,2190.69,,4579.0,6750,60765.355,21133.4621,5167.68,2280.33,270.64,6641.8054,0.0,4024.202148,385.7,378.95
2024-11-01,16:15,否,否,63424.58,20970.0,5810.82,1554.96,,4579.0,6750,61817.145,21482.4645,5330.51,1407.27,680.32,6681.1814,0.0,4006.255368,460.66,397.87
2024-11-01,16:30,否,否,64727.93,20945.0,5882.11,987.81,,4579.0,6750,63548.87,22452.1419,5482.71,878.98,728.04,6690.739,0.0,4003.612178,460.66,395.33
2024-11-01,16:45,否,否,66146.03,20920.0,5947.02,539.54,,4579.0,6750,64954.418,22570.8634,5733.79,381.05,1280.02,6704.5435,0.0,4002.923148,460.66,409.86
2024-11-01,17:00,否,否,67062.37,20895.0,6014.17,213.16,,4579.0,6750,65372.957,23041.9346,5829.35,82.51,1870.73,6724.2663,0.0,3992.507908,460.66,409.95
2024-11-01,17:15,否,否,68058.6,22818.0,6106.83,51.66,,4579.0,6750,66403.375,23148.4044,5900.76,-8.97,2046.59,6724.4361,0.0,4001.939198,461.4,405.98
2024-11-01,17:30,否,否,68791.86,22803.0,6214.61,18.89,,4579.0,6750,67268.03,22998.7696,6001.51,-15.07,2137.27,6725.7857,0.0,4046.657023,461.4,398.76
2024-11-01,17:45,否,否,69222.08,22791.0,6319.56,11.18,,4579.0,6750,67642.1,23207.0723,6125.17,-11.44,2133.54,6703.4946,0.0,4046.683263,461.4,407.51
2024-11-01,18:00,否,否,68355.93,22778.0,6431.62,8.45,,4579.0,6750,66964.67,23150.3021,6292.98,-10.52,1948.95,6709.7693,0.0,4017.095458,461.4,402.13
2024-11-01,18:15,否,否,67886.2,22817.0,6499.69,7.14,,4579.0,6750,66528.03,23306.5757,6479.52,-10.21,1714.54,6734.406,0.0,4047.204208,455.59,392.36
2024-11-01,18:30,否,否,66862.45,22817.0,6557.65,6.01,,4579.0,6750,65358.98,23313.1973,6661.69,-10.1,1522.15,6743.8103,0.0,4051.866638,455.59,386.92
2024-11-01,18:45,否,否,66043.64,22817.0,6610.01,4.55,,4579.0,6750,64573.008,22963.0672,6953.03,-10.22,1346.65,6699.2518,0.0,4072.090948,455.59,389.23
2024-11-01,19:00,否,否,65832.06,22817.0,6655.4,4.12,,4579.0,6750,64348.242,23098.1005,7158.74,-9.88,1091.49,6679.9504,0.0,4066.439449,455.59,381.94
2024-11-01,19:15,否,否,65377.24,22815.0,6670.0,3.43,,4579.0,6750,64128.74,23288.5609,7377.95,-9.89,1095.28,6682.5754,0.0,4068.294677,422.55,384.05
2024-11-01,19:30,否,否,64995.11,22815.0,6671.76,0.0,,4579.0,6750,64039.71,23142.8556,7669.33,-10.27,1095.15,6671.1521,0.0,4073.521442,422.55,369.43
2024-11-01,19:45,否,否,65131.41,22815.0,6666.72,0.0,,4579.0,6750,63834.65,23257.1417,7840.21,-9.94,1095.44,6647.803,0.0,4058.020998,422.55,355.98
2024-11-01,20:00,否,否,64543.53,22815.0,6665.19,0.0,,4579.0,6750,63543.305,23337.7571,7921.59,-9.8,844.02,6693.0002,0.0,4063.294468,422.55,344.66
2024-11-01,20:15,否,否,64556.53,22813.0,6653.62,0.0,,4579.0,6750,63400.055,22917.1154,7878.42,-10.03,676.29,6678.8283,0.0,4063.296688,453.51,352.53
2024-11-01,20:30,否,否,64225.18,22813.0,6641.1,0.0,,4579.0,6750,63454.742,22240.1699,7843.05,-10.21,606.82,6666.1709,0.0,4080.529047,453.51,349.11
2024-11-01,20:45,否,否,64120.07,22813.0,6623.92,0.0,,4579.0,6750,62971.01,21950.0162,7774.45,-9.95,433.94,6681.2102,0.0,4076.210708,453.51,356.77
2024-11-01,21:00,否,否,63907.17,22813.0,6611.97,0.0,,4579.0,6750,63123.297,21701.2286,7577.8,-9.72,430.24,6713.5064,0.0,4066.314928,453.51,365.13
2024-11-01,21:15,否,否,64185.45,21101.0,6592.82,0.0,,4579.0,6750,63630.184,21652.0033,7503.33,-10.0,635.19,6662.8604,0.0,4087.786532,443.92,355.96
2024-11-01,21:30,否,否,63737.39,21099.0,6572.43,0.0,,4579.0,6750,63088.496,21580.5107,7298.28,-10.04,681.73,6662.4703,0.0,4092.849294,443.92,358.47
2024-11-01,21:45,否,否,62701.49,21097.0,6556.75,0.0,,4579.0,6750,62330.812,21376.8428,7141.63,-9.91,454.89,6677.8731,0.0,4099.253132,443.92,368.1
2024-11-01,22:00,否,否,61479.75,21095.0,6542.02,0.0,,4579.0,6750,61536.203,21536.9227,6950.16,-9.97,246.83,6689.904,0.0,4091.834744,443.92,359.96
2024-11-01,22:15,否,否,61135.98,21101.0,6545.47,0.0,,4579.0,6750,60963.203,21156.3322,6861.85,-9.66,247.04,6662.5064,0.0,4106.650258,440.92,357.99
2024-11-01,22:30,否,否,60100.59,20297.0,6544.63,0.0,,4579.0,6750,59673.004,19687.4603,6655.07,-9.76,247.28,6689.3057,0.0,4098.546188,440.92,380.93
2024-11-01,22:45,否,否,59056.7,19496.0,6550.21,0.0,,4579.0,6750,58855.82,18579.3666,6304.02,-9.66,144.44,6664.3156,0.0,4108.702798,440.92,388.25
2024-11-01,23:00,否,否,57929.76,18695.0,6555.1,0.0,,4579.0,6750,57724.63,17232.2605,6089.43,-9.7,147.17,6668.3909,0.0,4107.149197,440.92,388.92
2024-11-01,23:15,否,否,57277.04,16347.0,6575.68,0.0,,4579.0,6750,57254.684,16888.585,6011.54,-9.57,-4.58,6681.7944,0.0,4088.860398,412.3,403.9
2024-11-01,23:30,否,否,56441.79,16347.0,6601.8,0.0,,4579.0,6750,56730.32,16770.6275,5926.74,-9.26,-4.41,6661.0701,0.0,4092.260123,412.3,400.0
2024-11-01,23:45,否,否,55763.78,16347.0,6621.0,0.0,,4579.0,6750,56027.164,16779.3819,5960.12,-9.3,-4.51,6635.6451,0.0,4083.982532,412.3,395.0
2024-11-01,24:00,否,否,55043.99,16347.0,6644.44,0.0,,4579.0,6750,55204.0,16703.1123,5821.7,-9.49,-4.37,6618.9583,0.0,4050.410238,412.3,374.45
2024-11-02,00:15,否,是,54712.55,16629.0,6909.6,0.0,,4559.0,6760,54860.06,16598.7219,5722.01,-9.52,-4.43,6665.0176,0.0,4066.063243,373.72,461.87
2024-11-02,00:30,否,是,54361.62,16629.0,6868.83,0.0,,4559.0,6760,54475.066,16476.3683,5630.55,-9.58,-4.43,6684.5607,0.0,4029.155982,373.72,440.47
2024-11-02,00:45,否,是,54019.53,16629.0,6830.71,0.0,,4559.0,6760,54064.81,16585.6474,5396.39,-9.31,-4.52,6692.6895,0.0,4008.973158,373.72,422.65
2024-11-02,01:00,否,是,53711.19,16629.0,6793.37,0.0,,4559.0,6760,53637.08,16639.9411,5128.89,-9.58,-4.44,6740.4099,0.0,4032.296812,373.72,410.97
2024-11-02,01:15,否,是,53435.69,16627.0,6749.05,0.0,,4559.0,6760,53260.11,16559.0058,4984.61,-9.4,-4.45,6725.7576,0.0,4026.668683,335.82,402.0
2024-11-02,01:30,否,是,53232.28,16627.0,6707.2,0.0,,4559.0,6760,53075.797,16583.7112,4842.17,-9.43,-4.43,6733.1605,0.0,4011.393113,335.82,403.33
2024-11-02,01:45,否,是,52895.36,16627.0,6667.79,0.0,,4559.0,6760,52875.08,16749.8013,4787.29,-9.75,-4.42,6715.7892,0.0,3989.528248,335.82,397.18
2024-11-02,02:00,否,是,52669.51,16627.0,6625.39,0.0,,4559.0,6760,52556.816,16756.2291,4880.46,-9.33,-4.37,6721.5533,0.0,3982.695678,335.82,395.33
2024-11-02,02:15,否,是,52428.4,16627.0,6611.96,0.0,,4559.0,6760,52183.74,16493.172,4934.3,-9.36,-4.49,6742.3918,0.0,3987.988568,316.45,395.0
2024-11-02,02:30,否,是,52175.7,16627.0,6569.57,0.0,,4559.0,6760,52205.957,16758.3616,4836.29,-9.45,-4.4,6727.9385,0.0,3984.491679,316.45,395.35
2024-11-02,02:45,否,是,52026.85,16627.0,6531.49,0.0,,4559.0,6760,52155.496,16749.0195,4837.61,-9.33,-4.38,6731.0642,0.0,3992.19983,316.45,379.75
2024-11-02,03:00,否,是,51856.59,16627.0,6495.03,0.0,,4559.0,6760,51924.91,16858.791,4747.75,-9.38,-4.39,6714.2952,0.0,4006.673927,316.45,384.04
2024-11-02,03:15,否,是,51819.49,16627.0,6444.69,0.0,,4559.0,6760,51858.266,16649.8605,4583.79,-9.75,-4.45,6731.2964,0.0,4028.483188,317.81,385.0
2024-11-02,03:30,否,是,51745.34,16627.0,6399.08,0.0,,4559.0,6760,51475.8,16572.5049,4609.9,-9.63,-4.36,6714.7512,0.0,4063.262732,317.81,380.0
2024-11-02,03:45,否,是,51809.34,16627.0,6341.34,0.0,,4559.0,6760,51853.33,16767.8149,4728.48,-9.47,-4.44,6739.3278,0.0,4060.734139,317.81,381.87
2024-11-02,04:00,否,是,51881.22,16627.0,6289.42,0.0,,4559.0,6760,51751.848,16798.3223,4747.8,-9.45,-4.38,6712.6075,0.0,4047.077673,317.81,388.0
2024-11-02,04:15,否,是,52281.52,16627.0,6222.89,0.0,,4559.0,6760,52235.79,16759.204,4773.89,-9.46,-4.39,6698.3509,0.0,4052.133688,352.29,394.16
2024-11-02,04:30,否,是,52440.58,16627.0,6146.16,0.0,,4559.0,6760,52240.168,16527.7865,4806.14,-9.6,-4.47,6725.4217,0.0,4055.856718,352.29,398.5
2024-11-02,04:45,否,是,52851.79,16627.0,6073.39,0.0,,4559.0,6760,52654.145,16584.3576,4829.51,-9.58,-4.49,6738.8991,0.0,4057.499788,352.29,406.34
2024-11-02,05:00,否,是,53374.47,16627.0,5996.14,0.0,,4559.0,6760,53059.36,16572.8051,4832.3,-9.55,-4.4,6727.4624,0.0,4061.991568,352.29,414.2
2024-11-02,05:15,否,是,54253.05,16627.0,5895.37,0.0,,4559.0,6760,53912.777,16653.7248,4791.71,-9.64,-4.43,6750.1445,0.0,4052.711538,416.01,449.15
2024-11-02,05:30,否,是,55014.53,17381.0,5781.46,0.0,,4559.0,6760,54694.15,17488.543,4778.51,-9.49,-4.46,6712.6836,0.0,4044.821798,416.01,453.49
2024-11-02,05:45,否,是,55926.9,18141.0,5662.73,0.11,,4559.0,6760,54983.418,17910.204,4849.07,-9.39,-4.42,6745.7176,0.0,4043.518072,416.01,462.4
2024-11-02,06:00,否,是,57054.76,18898.0,5541.71,0.56,,4559.0,6760,55886.242,18880.6209,4843.85,-9.78,-4.5,6770.228,0.0,4064.513037,416.01,463.04
2024-11-02,06:15,否,是,58695.18,19668.0,5401.23,10.66,,4559.0,6760,56860.023,19662.7859,4854.27,-9.6,-4.38,6788.0481,0.0,4057.260418,484.02,436.13
2024-11-02,06:30,否,是,59742.99,19669.0,5249.44,35.35,,4559.0,6760,58239.883,19992.336,4781.17,-4.71,-4.38,6767.0557,0.0,4071.508918,484.02,473.1
2024-11-02,06:45,否,是,60864.11,19670.0,5099.14,162.15,,4559.0,6760,59255.57,19633.0637,4678.16,101.99,-4.38,6768.435,0.0,4060.983683,484.02,487.46
2024-11-02,07:00,否,是,61285.35,19671.0,4946.88,421.17,,4559.0,6760,59942.71,19839.3504,4558.5,426.81,-4.4,6783.8206,0.0,4055.087692,484.02,496.26
2024-11-02,07:15,否,是,61628.39,20128.0,4753.38,841.56,,4559.0,6760,60327.9,20005.0312,4422.94,947.68,-4.45,6747.5981,0.0,4073.952478,442.74,481.8
2024-11-02,07:30,否,是,61169.57,20592.0,4550.33,1436.33,,4559.0,6760,60166.47,20451.9208,4257.79,1702.33,-4.4,6762.7495,0.0,4059.839673,442.74,464.0
2024-11-02,07:45,否,是,60764.11,21056.0,4341.88,2157.64,,4559.0,6760,60227.65,20911.3153,3942.22,2631.52,-4.45,6771.1089,0.0,4013.813485,442.74,449.87
2024-11-02,08:00,否,是,60329.26,21529.0,4129.06,2937.85,,4559.0,6760,59458.234,21386.9674,3640.33,3588.94,-4.31,6759.2681,0.0,4002.892224,442.74,411.96
2024-11-02,08:15,否,是,59184.88,21964.0,3920.46,3759.72,,4559.0,6760,59397.0,22035.2717,3274.73,4553.16,-4.35,6703.7068,0.0,4008.025398,237.21,335.42
2024-11-02,08:30,否,是,57896.3,22225.0,3709.87,4608.27,,4559.0,6760,57827.81,22260.7798,2758.88,5448.7,-9.51,6713.5252,0.0,4012.820408,237.21,262.34
2024-11-02,08:45,否,是,56386.15,22489.0,3499.2,5482.45,,4559.0,6760,56459.348,22770.2564,2304.15,6340.4,-18.92,6678.0907,0.0,4032.507204,237.21,205.9
2024-11-02,09:00,否,是,54828.83,22760.0,3283.24,6291.02,,4559.0,6760,54592.164,22494.6725,2081.43,7181.69,-663.7,6685.7695,0.0,3987.181688,237.21,132.21
2024-11-02,09:15,否,是,53464.06,23478.0,3083.21,7026.26,,4559.0,6760,53400.5,23127.7284,1852.78,7986.03,-888.75,6675.6106,0.0,3978.322782,-17.09,-78.92
2024-11-02,09:30,否,是,52352.54,22985.0,2890.01,7666.32,,4559.0,6760,51911.445,22512.5656,1533.07,8681.03,-891.94,6652.131,0.0,3980.003758,-17.09,-91.4
2024-11-02,09:45,否,是,51353.3,22494.0,2701.57,8262.9,,4559.0,6760,50641.0,23032.206,1267.64,9383.46,-2027.5,6681.7098,0.0,3989.879028,-17.09,-91.8
2024-11-02,10:00,否,是,50711.09,22002.0,2516.81,8807.4,,4559.0,6760,49580.555,21937.6973,983.29,9969.39,-2023.78,6640.2475,0.0,4003.528673,-17.09,-85.11
2024-11-02,10:15,否,是,50690.22,21555.0,2371.4,9323.63,,4554.0,6760,49573.53,21579.1058,852.76,10479.18,-2012.46,6602.6536,0.0,4009.248998,-41.64,-93.58
2024-11-02,10:30,否,是,50047.69,21013.0,2238.88,9763.9,,4539.0,6760,49411.215,20739.6438,741.64,10886.74,-2007.69,6633.1657,0.0,3989.634233,-41.64,-93.99
2024-11-02,10:45,否,是,49077.44,20475.0,2112.28,10131.54,,4534.0,6760,48744.152,20475.0507,629.16,11235.0,-2007.71,6616.1631,0.0,3993.805178,-41.64,-79.8
2024-11-02,11:00,否,是,48218.08,19934.0,1989.83,10422.29,,4529.0,6760,48518.883,19942.5388,585.04,11525.25,-1994.52,6615.4162,0.0,3943.630302,-41.64,-80.0
2024-11-02,11:15,否,是,47995.81,19043.0,1887.62,10646.63,,4529.0,6760,48663.137,19234.9967,541.43,11713.88,-1154.92,6599.7638,0.0,3872.282628,-48.11,25.03
2024-11-02,11:30,否,是,46269.06,18618.0,1803.14,10800.4,,4529.0,6760,46874.574,18372.4212,562.07,11848.46,-1143.1,6594.5826,0.0,3866.860972,-48.11,-79.8
2024-11-02,11:45,否,是,44873.91,18193.0,1717.88,10878.37,,4529.0,6760,45928.684,18580.4529,564.62,11905.46,-1981.14,6581.644,0.0,3876.361478,-48.11,-78.12
2024-11-02,12:00,否,是,43307.49,17760.0,1634.35,10911.32,,4529.0,6760,44006.21,18093.6451,450.5,10937.36,-1985.06,6576.4875,0.0,3883.281118,-48.11,-77.09
2024-11-02,12:15,否,是,42511.78,17763.0,1563.82,10876.39,,4529.0,6760,43536.777,17770.2898,562.15,10479.62,-1975.1,6575.3814,0.0,3891.443458,-65.33,-80.59
2024-11-02,12:30,否,是,42378.21,17749.0,1500.08,10800.06,,4529.0,6760,43641.19,17903.2854,595.6,10326.21,-1971.06,6577.517,0.0,3929.361828,-65.33,-94.83
2024-11-02,12:45,否,是,43569.9,17735.0,1433.33,10639.82,,4529.0,6760,44663.96,17633.6515,608.84,10169.36,-1951.04,6567.3279,0.0,3951.044208,-65.33,-79.84
