interval,hour,da_pred,rt_p50,rt_p90,rt_p10,delta,stability,day_type,net_bin,net_load_fc,rt_true,da_true
86,21,421.9617806267806,430.18178062678055,481.8367806267806,383.3317806267805,8.219999999999999,STABLE,PV_STABLE,HIGH,27162.300000000003,652.051,525.17
87,21,421.9617806267806,430.18178062678055,481.8367806267806,383.3317806267805,8.219999999999999,STABLE,PV_STABLE,HIGH,26990.329999999994,662.355,525.17
88,21,421.9617806267806,440.3317806267806,528.9457806267807,350.4817806267806,18.370000000000005,VOLATILE,PV_STABLE,MID,26093.590000000004,651.87,525.17
89,22,394.3363361823362,398.8563361823362,451.2963361823362,340.2863361823362,4.519999999999982,STABLE,PV_STABLE,HIGH,25482.97,667.0,517.86
90,22,394.3363361823362,398.8563361823362,451.2963361823362,340.2863361823362,4.519999999999982,STABLE,PV_STABLE,HIGH,25542.0,678.12,517.86
91,22,394.3363361823362,398.8563361823362,451.2963361823362,340.2863361823362,4.519999999999982,STABLE,PV_STABLE,HIGH,25151.410000000003,674.62,517.86
92,22,394.3363361823362,398.8563361823362,451.2963361823362,340.2863361823362,4.519999999999982,STABLE,PV_STABLE,HIGH,24999.259999999995,649.4,517.86
93,23,377.9150769230769,390.4900769230769,469.8600769230769,326.56507692307696,12.574999999999989,STABLE,PV_STABLE,HIGH,25646.78,629.0,512.27
94,23,377.9150769230769,390.4900769230769,469.8600769230769,326.56507692307696,12.574999999999989,STABLE,PV_STABLE,HIGH,24694.61,640.0,512.27
95,23,377.9150769230769,390.4900769230769,469.8600769230769,326.56507692307696,12.574999999999989,STABLE,PV_STABLE,HIGH,24130.82,627.5,512.27
96,23,377.9150769230769,361.88507692307695,466.1560769230769,298.2020769230769,-16.029999999999973,VOLATILE,PV_STABLE,MID,23677.11,620.39,512.27
