interval,hour,da_pred,rt_p50,rt_p90,rt_p10,delta,stability,day_type,net_bin,net_load_fc,rt_true,da_true
1,0,348.9635771428571,355.4635771428571,422.27657714285715,340.5775771428571,6.5,STABLE,PV_VOLATILE,MID,28415.35,409.314,408.0
2,0,348.9635771428571,355.4635771428571,422.27657714285715,340.5775771428571,6.5,STABLE,PV_VOLATILE,MID,27976.260000000002,410.822,408.0
3,0,348.9635771428571,355.4635771428571,422.27657714285715,340.5775771428571,6.5,STABLE,PV_VOLATILE,MID,27886.78,400.957,408.0
4,0,348.9635771428571,351.8835771428571,374.8235771428571,302.87357714285713,2.920000000000016,STABLE,PV_VOLATILE,LOW,27600.659999999996,398.0,408.0
5,1,335.4799285714286,337.7899285714286,354.5369285714287,321.2029285714286,2.3100000000000023,STABLE,PV_VOLATILE,MID,27253.61,405.0,408.0
6,1,335.4799285714286,337.7899285714286,354.5369285714287,321.2029285714286,2.3100000000000023,STABLE,PV_VOLATILE,MID,27091.730000000003,413.893,408.0
7,1,335.4799285714286,337.7899285714286,354.5369285714287,321.2029285714286,2.3100000000000023,STABLE,PV_VOLATILE,MID,26681.409999999996,408.29,408.0
8,1,335.4799285714286,337.7899285714286,354.5369285714287,321.2029285714286,2.3100000000000023,STABLE,PV_VOLATILE,MID,26714.559999999998,408.6,408.0
9,2,322.4284742857143,321.9184742857143,335.8564742857143,311.10447428571433,-0.5099999999999909,STABLE,PV_VOLATILE,MID,26360.090000000004,411.67,408.0
10,2,322.4284742857143,321.9184742857143,335.8564742857143,311.10447428571433,-0.5099999999999909,STABLE,PV_VOLATILE,MID,26245.989999999998,416.214,408.0
11,2,322.4284742857143,321.9184742857143,335.8564742857143,311.10447428571433,-0.5099999999999909,STABLE,PV_VOLATILE,MID,26227.410000000003,412.0,408.0
12,2,322.4284742857143,321.9184742857143,335.8564742857143,311.10447428571433,-0.5099999999999909,STABLE,PV_VOLATILE,MID,26205.630000000005,411.54,408.0
13,3,311.4912685714286,313.77126857142855,330.67526857142866,292.57226857142854,2.280000000000001,STABLE,PV_VOLATILE,MID,25907.649999999994,416.915,408.0
14,3,311.4912685714286,313.77126857142855,330.67526857142866,292.57226857142854,2.280000000000001,STABLE,PV_VOLATILE,MID,26136.730000000003,410.0,408.0
15,3,311.4912685714286,313.77126857142855,330.67526857142866,292.57226857142854,2.280000000000001,STABLE,PV_VOLATILE,MID,26359.899999999994,408.828,408.0
16,3,311.4912685714286,313.77126857142855,330.67526857142866,292.57226857142854,2.280000000000001,STABLE,PV_VOLATILE,MID,26483.130000000005,419.376,408.0
17,4,312.37579999999997,320.4758,342.8658,295.8458,8.100000000000023,STABLE,PV_VOLATILE,MID,26838.04,420.74,408.0
18,4,312.37579999999997,320.4758,342.8658,295.8458,8.100000000000023,STABLE,PV_VOLATILE,MID,27250.47,419.081,408.0
19,4,312.37579999999997,320.4758,342.8658,295.8458,8.100000000000023,STABLE,PV_VOLATILE,MID,27508.07,408.5,408.0
20,4,312.37579999999997,320.4758,342.8658,295.8458,8.100000000000023,STABLE,PV_VOLATILE,MID,27961.909999999996,406.75,408.0
21,5,324.1711942857143,324.81119428571435,360.20819428571434,309.3061942857143,0.6400000000000148,STABLE,PV_VOLATILE,MID,28609.0,403.0,406.969
22,5,324.1711942857143,324.81119428571435,360.20819428571434,309.3061942857143,0.6400000000000148,STABLE,PV_VOLATILE,MID,28869.82,402.0,406.969
23,5,324.1711942857143,324.81119428571435,360.20819428571434,309.3061942857143,0.6400000000000148,STABLE,PV_VOLATILE,MID,29360.550000000003,417.471,406.969
24,5,324.1711942857143,326.1611942857143,340.4111942857143,282.7811942857143,1.990000000000009,STABLE,PV_VOLATILE,HIGH,30056.97,408.677,406.969
25,6,313.58279714285715,315.9827971428571,343.40279714285714,292.40279714285714,2.3999999999999773,STABLE,PV_VOLATILE,HIGH,31508.86,414.794,610.304
26,6,313.58279714285715,315.9827971428571,343.40279714285714,292.40279714285714,2.3999999999999773,STABLE,PV_VOLATILE,HIGH,32795.829999999994,411.982,610.304
27,6,313.58279714285715,315.9827971428571,343.40279714285714,292.40279714285714,2.3999999999999773,STABLE,PV_VOLATILE,HIGH,33863.19,406.59,610.304
28,6,313.58279714285715,315.9827971428571,343.40279714285714,292.40279714285714,2.3999999999999773,STABLE,PV_VOLATILE,HIGH,34332.0,404.351,610.304
29,7,267.80454285714285,287.54454285714286,376.36454285714285,205.41454285714286,19.74000000000001,VOLATILE,PV_VOLATILE,HIGH,35428.469999999994,399.679,681.828
30,7,267.80454285714285,287.54454285714286,376.36454285714285,205.41454285714286,19.74000000000001,VOLATILE,PV_VOLATILE,HIGH,35729.52,395.468,681.828
31,7,267.80454285714285,287.54454285714286,376.36454285714285,205.41454285714286,19.74000000000001,VOLATILE,PV_VOLATILE,HIGH,36837.479999999996,391.091,681.828
32,7,267.80454285714285,287.54454285714286,376.36454285714285,205.41454285714286,19.74000000000001,VOLATILE,PV_VOLATILE,HIGH,38002.619999999995,385.185,681.828
33,8,181.89353714285713,265.5135371428571,418.58353714285715,-8.926462857142866,83.62,VOLATILE,PV_VOLATILE,HIGH,39088.8,388.081,693.7
34,8,181.89353714285713,265.5135371428571,418.58353714285715,-8.926462857142866,83.62,VOLATILE,PV_VOLATILE,HIGH,39263.22,386.391,693.7
35,8,181.89353714285713,265.5135371428571,418.58353714285715,-8.926462857142866,83.62,VOLATILE,PV_VOLATILE,HIGH,39422.58,393.0,693.7
36,8,181.89353714285713,265.5135371428571,418.58353714285715,-8.926462857142866,83.62,VOLATILE,PV_VOLATILE,HIGH,39322.97,390.009,693.7
37,9,112.65442285714286,107.70442285714287,360.93442285714286,82.73442285714286,-4.949999999999989,VOLATILE,PV_VOLATILE,HIGH,39234.01000000001,390.622,673.623
38,9,112.65442285714286,107.70442285714287,360.93442285714286,82.73442285714286,-4.949999999999989,VOLATILE,PV_VOLATILE,HIGH,39211.000000000015,387.047,673.623
39,9,112.65442285714286,107.70442285714287,360.93442285714286,82.73442285714286,-4.949999999999989,VOLATILE,PV_VOLATILE,HIGH,39431.48000000001,385.884,673.623
40,9,112.65442285714286,107.70442285714287,360.93442285714286,82.73442285714286,-4.949999999999989,VOLATILE,PV_VOLATILE,HIGH,39658.509999999995,384.545,673.623
41,10,105.04360285714286,107.13360285714286,369.71360285714286,77.61360285714287,2.0900000000000034,VOLATILE,PV_VOLATILE,HIGH,41424.14,388.269,712.581
42,10,105.04360285714286,107.13360285714286,369.71360285714286,77.61360285714287,2.0900000000000034,VOLATILE,PV_VOLATILE,HIGH,41751.09,397.637,712.581
43,10,105.04360285714286,107.13360285714286,369.71360285714286,77.61360285714287,2.0900000000000034,VOLATILE,PV_VOLATILE,HIGH,41566.97,403.752,712.581
44,10,105.04360285714286,107.13360285714286,369.71360285714286,77.61360285714287,2.0900000000000034,VOLATILE,PV_VOLATILE,HIGH,41514.84999999999,403.386,712.581
45,11,102.16324,139.85324,323.94324,25.09324000000001,37.69,VOLATILE,PV_VOLATILE,HIGH,42443.350000000006,411.326,665.851
46,11,102.16324,139.85324,323.94324,25.09324000000001,37.69,VOLATILE,PV_VOLATILE,HIGH,41262.57000000001,413.808,665.851
47,11,102.16324,139.85324,323.94324,25.09324000000001,37.69,VOLATILE,PV_VOLATILE,HIGH,39797.54999999999,415.997,665.851
48,11,102.16324,139.85324,323.94324,25.09324000000001,37.69,VOLATILE,PV_VOLATILE,HIGH,37880.87000000001,415.753,665.851
