interval,hour,da_pred,rt_p50,rt_p90,rt_p10,delta,stability,day_type,net_bin,net_load_fc,rt_true,da_true
1,0,349.81425139664805,350.844251396648,380.55425139664806,286.5342513966481,1.0299999999999727,STABLE,PV_VOLATILE,HIGH,32146.649999999994,389.0,381.93
2,0,349.81425139664805,350.844251396648,380.55425139664806,286.5342513966481,1.0299999999999727,STABLE,PV_VOLATILE,HIGH,31511.61,392.0,381.93
3,0,349.81425139664805,356.31425139664805,423.1272513966481,341.4282513966481,6.5,STABLE,PV_VOLATILE,MID,31097.920000000006,387.0,381.93
4,0,349.81425139664805,356.31425139664805,423.1272513966481,341.4282513966481,6.5,STABLE,PV_VOLATILE,MID,30749.950000000004,390.0,381.93
5,1,336.62629888268157,337.87629888268157,372.37629888268157,282.25629888268156,1.25,STABLE,PV_VOLATILE,HIGH,30247.550000000003,396.0,379.63
6,1,336.62629888268157,337.87629888268157,372.37629888268157,282.25629888268156,1.25,STABLE,PV_VOLATILE,HIGH,29825.260000000002,399.0,379.63
7,1,336.62629888268157,337.87629888268157,372.37629888268157,282.25629888268156,1.25,STABLE,PV_VOLATILE,HIGH,29566.519999999997,398.0,379.63
8,1,336.62629888268157,338.93629888268157,355.68329888268164,322.3492988826815,2.3100000000000023,STABLE,PV_VOLATILE,MID,29252.549999999996,403.0,379.63
9,2,323.7104916201117,325.0304916201117,352.61049162011176,289.76049162011174,1.3199999999999932,STABLE,PV_VOLATILE,HIGH,29141.519999999997,400.0,378.0
10,2,323.7104916201117,325.0304916201117,352.61049162011176,289.76049162011174,1.3199999999999932,STABLE,PV_VOLATILE,HIGH,28847.800000000003,400.0,378.0
11,2,323.7104916201117,325.0304916201117,352.61049162011176,289.76049162011174,1.3199999999999932,STABLE,PV_VOLATILE,HIGH,28649.770000000004,399.38,378.0
12,2,323.7104916201117,325.0304916201117,352.61049162011176,289.76049162011174,1.3199999999999932,STABLE,PV_VOLATILE,HIGH,28619.4,399.0,378.0
13,3,312.73406145251397,312.73406145251397,325.87406145251396,245.76406145251394,0.0,STABLE,PV_VOLATILE,HIGH,28342.449999999997,401.0,378.0
14,3,312.73406145251397,312.73406145251397,325.87406145251396,245.76406145251394,0.0,STABLE,PV_VOLATILE,HIGH,28349.79,398.92,378.0
15,3,312.73406145251397,312.73406145251397,325.87406145251396,245.76406145251394,0.0,STABLE,PV_VOLATILE,HIGH,28382.050000000003,398.0,378.0
16,3,312.73406145251397,312.73406145251397,325.87406145251396,245.76406145251394,0.0,STABLE,PV_VOLATILE,HIGH,28468.03,399.0,378.0
17,4,313.6159217877095,321.71592178770953,344.1059217877095,297.08592178770954,8.100000000000023,STABLE,PV_VOLATILE,MID,28689.82,402.0,378.0
18,4,313.6159217877095,314.4459217877095,322.3659217877095,253.82592178770955,0.8299999999999841,STABLE,PV_VOLATILE,HIGH,29063.510000000002,394.08,378.0
19,4,313.6159217877095,314.4459217877095,322.3659217877095,253.82592178770955,0.8299999999999841,STABLE,PV_VOLATILE,HIGH,29224.64,385.0,378.0
20,4,313.6159217877095,314.4459217877095,322.3659217877095,253.82592178770955,0.8299999999999841,STABLE,PV_VOLATILE,HIGH,29648.92,383.0,378.0
21,5,325.25770111731845,327.24770111731846,341.49770111731846,283.86770111731846,1.990000000000009,STABLE,PV_VOLATILE,HIGH,30375.46,384.0,376.86
22,5,325.25770111731845,327.24770111731846,341.49770111731846,283.86770111731846,1.990000000000009,STABLE,PV_VOLATILE,HIGH,30980.04,385.0,376.86
23,5,325.25770111731845,327.24770111731846,341.49770111731846,283.86770111731846,1.990000000000009,STABLE,PV_VOLATILE,HIGH,31391.450000000004,385.0,376.86
24,5,325.25770111731845,327.24770111731846,341.49770111731846,283.86770111731846,1.990000000000009,STABLE,PV_VOLATILE,HIGH,32031.33,385.0,376.86
25,6,315.9046173184358,318.30461731843576,345.7246173184358,294.7246173184358,2.3999999999999773,STABLE,PV_VOLATILE,HIGH,33451.479999999996,390.0,381.59
26,6,315.9046173184358,318.30461731843576,345.7246173184358,294.7246173184358,2.3999999999999773,STABLE,PV_VOLATILE,HIGH,34654.170000000006,397.0,381.59
27,6,315.9046173184358,318.30461731843576,345.7246173184358,294.7246173184358,2.3999999999999773,STABLE,PV_VOLATILE,HIGH,35237.93,400.0,381.59
28,6,315.9046173184358,318.30461731843576,345.7246173184358,294.7246173184358,2.3999999999999773,STABLE,PV_VOLATILE,HIGH,35278.55,386.5,381.59
29,7,270.89256424581004,290.63256424581004,379.45256424581004,208.50256424581005,19.74000000000001,VOLATILE,PV_VOLATILE,HIGH,34922.340000000004,385.0,454.17
30,7,270.89256424581004,290.63256424581004,379.45256424581004,208.50256424581005,19.74000000000001,VOLATILE,PV_VOLATILE,HIGH,34792.450000000004,386.5,454.17
31,7,270.89256424581004,290.63256424581004,379.45256424581004,208.50256424581005,19.74000000000001,VOLATILE,PV_VOLATILE,HIGH,34697.34999999999,387.0,454.17
32,7,270.89256424581004,290.63256424581004,379.45256424581004,208.50256424581005,19.74000000000001,VOLATILE,PV_VOLATILE,HIGH,34452.91,396.0,454.17
33,8,185.09524581005587,268.7152458100559,421.78524581005587,-5.724754189944122,83.62,VOLATILE,PV_VOLATILE,HIGH,33517.979999999996,407.819,444.16
34,8,185.09524581005587,268.7152458100559,421.78524581005587,-5.724754189944122,83.62,VOLATILE,PV_VOLATILE,HIGH,32478.93,398.61,444.16
35,8,185.09524581005587,268.7152458100559,421.78524581005587,-5.724754189944122,83.62,VOLATILE,PV_VOLATILE,HIGH,31450.990000000005,393.009,444.16
36,8,185.09524581005587,268.7152458100559,421.78524581005587,-5.724754189944122,83.62,VOLATILE,PV_VOLATILE,HIGH,30553.700000000004,380.537,444.16
37,9,114.49056145251396,109.54056145251397,362.77056145251396,84.57056145251396,-4.949999999999989,VOLATILE,PV_VOLATILE,HIGH,29606.4,380.19,375.73
