interval,hour,da_pred,rt_p50,rt_p90,rt_p10,delta,stability,day_type,net_bin,net_load_fc,rt_true,da_true
1,0,349.2761355932203,351.9761355932203,375.46013559322034,303.63113559322034,2.700000000000017,STABLE,PV_VOLATILE,LOW,25016.800000000003,442.719,411.99
2,0,349.2761355932203,351.9761355932203,375.46013559322034,303.63113559322034,2.700000000000017,STABLE,PV_VOLATILE,LOW,24618.5,439.502,411.99
3,0,349.2761355932203,351.9761355932203,375.46013559322034,303.63113559322034,2.700000000000017,STABLE,PV_VOLATILE,LOW,24068.369999999995,433.332,411.99
4,0,349.2761355932203,351.9761355932203,375.46013559322034,303.63113559322034,2.700000000000017,STABLE,PV_VOLATILE,LOW,23881.230000000003,433.831,411.99
5,1,335.9276129943503,305.37261299435033,339.3476129943503,103.7276129943503,-30.55499999999998,VOLATILE,PV_VOLATILE,LOW,23448.619999999995,431.695,402.35
6,1,335.9276129943503,305.37261299435033,339.3476129943503,103.7276129943503,-30.55499999999998,VOLATILE,PV_VOLATILE,LOW,23018.589999999997,434.428,402.35
7,1,335.9276129943503,305.37261299435033,339.3476129943503,103.7276129943503,-30.55499999999998,VOLATILE,PV_VOLATILE,LOW,22665.699999999997,423.793,402.35
8,1,335.9276129943503,305.37261299435033,339.3476129943503,103.7276129943503,-30.55499999999998,VOLATILE,PV_VOLATILE,LOW,22380.770000000004,420.912,402.35
9,2,322.89498870056497,302.284988700565,324.70498870056497,209.41698870056496,-20.609999999999985,STABLE,PV_VOLATILE,LOW,22089.4,415.868,395.14
10,2,322.89498870056497,302.284988700565,324.70498870056497,209.41698870056496,-20.609999999999985,STABLE,PV_VOLATILE,LOW,21831.820000000007,419.53,395.14
11,2,322.89498870056497,302.284988700565,324.70498870056497,209.41698870056496,-20.609999999999985,STABLE,PV_VOLATILE,LOW,21732.299999999996,418.171,395.14
12,2,322.89498870056497,302.284988700565,324.70498870056497,209.41698870056496,-20.609999999999985,STABLE,PV_VOLATILE,LOW,21572.97,413.07,395.14
13,3,311.8757740112994,302.4507740112994,321.22177401129943,269.74577401129943,-9.425000000000011,STABLE,PV_VOLATILE,LOW,21504.199999999997,409.055,390.55
14,3,311.8757740112994,302.4507740112994,321.22177401129943,269.74577401129943,-9.425000000000011,STABLE,PV_VOLATILE,LOW,21459.879999999997,410.583,390.55
15,3,311.8757740112994,302.4507740112994,321.22177401129943,269.74577401129943,-9.425000000000011,STABLE,PV_VOLATILE,LOW,21510.799999999996,406.185,390.55
16,3,311.8757740112994,302.4507740112994,321.22177401129943,269.74577401129943,-9.425000000000011,STABLE,PV_VOLATILE,LOW,21664.68,396.301,390.55
17,4,312.7880790960452,305.4980790960452,362.97907909604527,203.1740790960452,-7.289999999999992,STABLE,PV_VOLATILE,LOW,21822.6,398.17,391.54
18,4,312.7880790960452,305.4980790960452,362.97907909604527,203.1740790960452,-7.289999999999992,STABLE,PV_VOLATILE,LOW,22136.5,391.696,391.54
19,4,312.7880790960452,305.4980790960452,362.97907909604527,203.1740790960452,-7.289999999999992,STABLE,PV_VOLATILE,LOW,22669.020000000004,393.463,391.54
20,4,312.7880790960452,305.4980790960452,362.97907909604527,203.1740790960452,-7.289999999999992,STABLE,PV_VOLATILE,LOW,23058.980000000003,405.41,391.54
21,5,324.45041525423727,324.7604152542373,359.5604152542373,309.64041525423727,0.3100000000000023,STABLE,PV_VOLATILE,MID,23831.009999999995,412.035,407.07
22,5,324.45041525423727,324.7604152542373,359.5604152542373,309.64041525423727,0.3100000000000023,STABLE,PV_VOLATILE,MID,24091.129999999997,419.497,407.07
23,5,324.45041525423727,324.7604152542373,359.5604152542373,309.64041525423727,0.3100000000000023,STABLE,PV_VOLATILE,MID,24779.770000000004,430.932,407.07
24,5,324.45041525423727,324.7604152542373,359.5604152542373,309.64041525423727,0.3100000000000023,STABLE,PV_VOLATILE,MID,26044.25,433.746,407.07
25,6,314.80749435028247,317.68249435028247,344.49749435028247,294.16449435028244,2.8749999999999716,STABLE,PV_VOLATILE,HIGH,27084.489999999998,454.913,435.29
26,6,314.80749435028247,317.68249435028247,344.49749435028247,294.16449435028244,2.8749999999999716,STABLE,PV_VOLATILE,HIGH,28326.229999999996,487.362,435.29
27,6,314.80749435028247,317.68249435028247,344.49749435028247,294.16449435028244,2.8749999999999716,STABLE,PV_VOLATILE,HIGH,28214.439999999995,481.961,435.29
28,6,314.80749435028247,317.68249435028247,344.49749435028247,294.16449435028244,2.8749999999999716,STABLE,PV_VOLATILE,HIGH,26862.33,482.516,435.29
29,7,269.56462711864407,293.40462711864404,379.3756271186441,209.10962711864408,23.840000000000003,VOLATILE,PV_VOLATILE,HIGH,25731.930000000008,455.124,382.91
30,7,269.56462711864407,293.40462711864404,379.3756271186441,209.10962711864408,23.840000000000003,VOLATILE,PV_VOLATILE,HIGH,24423.39,418.793,382.91
31,7,269.56462711864407,293.40462711864404,379.3756271186441,209.10962711864408,23.840000000000003,VOLATILE,PV_VOLATILE,HIGH,22425.380000000005,401.434,382.91
32,7,269.56462711864407,293.40462711864404,379.3756271186441,209.10962711864408,23.840000000000003,VOLATILE,PV_VOLATILE,HIGH,20883.119999999995,391.611,382.91
33,8,183.61301694915255,270.43801694915254,419.44401694915257,0.6390169491525626,86.825,VOLATILE,PV_VOLATILE,HIGH,18731.68,380.326,262.22
34,8,183.61301694915255,270.43801694915254,419.44401694915257,0.6390169491525626,86.825,VOLATILE,PV_VOLATILE,HIGH,16467.61,372.806,262.22
35,8,183.61301694915255,270.43801694915254,419.44401694915257,0.6390169491525626,86.825,VOLATILE,PV_VOLATILE,HIGH,13918.54,317.853,262.22
36,8,183.61301694915255,270.43801694915254,419.44401694915257,0.6390169491525626,86.825,VOLATILE,PV_VOLATILE,HIGH,11255.64,240.337,262.22
