interval,hour,da_pred,rt_p50,rt_p90,rt_p10,delta,stability,day_type,net_bin,net_load_fc,rt_true,da_true
1,0,348.1007814371257,355.2307814371257,403.8479814371257,263.3527814371257,7.1299999999999955,VOLATILE,PV_STABLE,HIGH,25328.370000000003,406.87,389.409
2,0,348.1007814371257,355.2307814371257,403.8479814371257,263.3527814371257,7.1299999999999955,VOLATILE,PV_STABLE,HIGH,25215.989999999998,402.5,389.409
3,0,348.1007814371257,355.2307814371257,403.8479814371257,263.3527814371257,7.1299999999999955,VOLATILE,PV_STABLE,HIGH,24884.260000000002,403.78,389.409
4,0,348.1007814371257,355.2307814371257,403.8479814371257,263.3527814371257,7.1299999999999955,VOLATILE,PV_STABLE,HIGH,24735.629999999997,407.83,389.409
5,1,334.0198233532934,342.5898233532934,385.0298233532934,297.79582335329343,8.569999999999993,STABLE,PV_STABLE,HIGH,24413.740000000005,426.0,400.614
6,1,334.0198233532934,342.5898233532934,385.0298233532934,297.79582335329343,8.569999999999993,STABLE,PV_STABLE,HIGH,24417.320000000007,428.0,400.614
7,1,334.0198233532934,342.5898233532934,385.0298233532934,297.79582335329343,8.569999999999993,STABLE,PV_STABLE,HIGH,24284.08,419.0,400.614
8,1,334.0198233532934,342.5898233532934,385.0298233532934,297.79582335329343,8.569999999999993,STABLE,PV_STABLE,HIGH,24151.97,415.0,400.614
9,2,320.5963502994012,329.0463502994012,369.5555502994012,292.2143502994012,8.449999999999989,STABLE,PV_STABLE,HIGH,24043.340000000004,412.5,400.351
10,2,320.5963502994012,329.0463502994012,369.5555502994012,292.2143502994012,8.449999999999989,STABLE,PV_STABLE,HIGH,23883.039999999994,409.0,400.351
11,2,320.5963502994012,329.0463502994012,369.5555502994012,292.2143502994012,8.449999999999989,STABLE,PV_STABLE,HIGH,23903.03,400.0,400.351
12,2,320.5963502994012,329.0463502994012,369.5555502994012,292.2143502994012,8.449999999999989,STABLE,PV_STABLE,HIGH,23925.57,398.46,400.351
13,3,309.24641017964075,317.32641017964073,346.7764101796407,292.07841017964074,8.079999999999984,STABLE,PV_STABLE,HIGH,23946.97,398.0,392.498
14,3,309.24641017964075,317.32641017964073,346.7764101796407,292.07841017964074,8.079999999999984,STABLE,PV_STABLE,HIGH,24147.689999999995,405.79,392.498
15,3,309.24641017964075,317.32641017964073,346.7764101796407,292.07841017964074,8.079999999999984,STABLE,PV_STABLE,HIGH,24353.600000000006,404.23,392.498
16,3,309.24641017964075,317.32641017964073,346.7764101796407,292.07841017964074,8.079999999999984,STABLE,PV_STABLE,HIGH,24694.339999999997,404.38,392.498
17,4,310.14880538922154,321.70880538922154,341.9680053892215,283.3548053892215,11.560000000000002,STABLE,PV_STABLE,HIGH,25018.17,400.38,393.24
18,4,310.14880538922154,321.70880538922154,341.9680053892215,283.3548053892215,11.560000000000002,STABLE,PV_STABLE,HIGH,25287.800000000003,401.89,393.24
19,4,310.14880538922154,321.70880538922154,341.9680053892215,283.3548053892215,11.560000000000002,STABLE,PV_STABLE,HIGH,25567.79,422.0,393.24
20,4,310.14880538922154,321.70880538922154,341.9680053892215,283.3548053892215,11.560000000000002,STABLE,PV_STABLE,HIGH,26052.770000000004,420.0,393.24
21,5,322.2917994011976,321.2817994011976,358.84179940119753,220.9495994011976,-1.009999999999991,VOLATILE,PV_STABLE,HIGH,26697.739999999998,423.48,398.547
22,5,322.2917994011976,321.2817994011976,358.84179940119753,220.9495994011976,-1.009999999999991,VOLATILE,PV_STABLE,HIGH,27252.700000000004,425.0,398.547
