day_type,mae_p50,mae_p50,mae_p50,rmse_p50,rmse_p50,rmse_p50,mape_p50,mape_p50,mape_p50
,count,mean,median,count,mean,median,count,mean,median
PV_STABLE,8,114.70590857622848,115.40068250588871,8,156.11937642399158,137.02774836793122,8,0.6458523596053862,0.3625345371425721
PV_VOLATILE,23,110.46649160128185,102.66252815934065,23,147.30055537461612,135.4352635624876,23,0.4218333864898316,0.3024640191952675
